business_name,rating,total_ratings,address,phone_number,website,google_map
CA ROOTER AND PLUMBING,4.8,71,Plumber · 1899 E Norma Ave,+1 626-641-2453,https://www.facebook.com/Carooterandpluming,https://www.google.com/maps/place/CA+ROOTER+AND+PLUMBING/data=!4m7!3m6!1s0x80c329cb32e3ffff:0x344138090de095b0!8m2!3d34.0695611!4d-117.9053067!16s%2Fg%2F11gfnhwqfw!19sChIJ___jMsspw4ARsJXgDQk4QTQ?authuser=0&hl=en&rclk=1
Valley Plumbing,4.7,"1,327",Plumber · 78886 Avenue 41,+1 760-493-6727,https://www.valley-plumbing.com/,https://www.google.com/maps/place/Valley+Plumbing/data=!4m7!3m6!1s0x80daf83001051de5:0x5fc1a717a45f8eda!8m2!3d33.7515004!4d-116.288183!16s%2Fg%2F1tjrq82j!19sChIJ5R0FATD42oAR2o5fpBenwV8?authuser=0&hl=en&rclk=1
Beach Plumbing,4.9,297,Plumber ·  · 10532 Walker St # A,+1 714-439-9556,https://www.beachplumbingservices.com/,https://www.google.com/maps/place/Beach+Plumbing/data=!4m7!3m6!1s0x80dd2febe0405c33:0x1492e29b83f99573!8m2!3d33.809564!4d-118.0365412!16s%2Fg%2F11r80w__l9!19sChIJM1xA4Osv3YARc5X5g5vikhQ?authuser=0&hl=en&rclk=1
Chase & Sons Plumbing,4.4,39,Plumber · 1383 N Abby St,+1 559-220-8200,,https://www.google.com/maps/place/Chase+%26+Sons+Plumbing/data=!4m7!3m6!1s0x80946756056f2ef9:0xcfe0f4253ba196ce!8m2!3d36.7611689!4d-119.7896475!16s%2Fg%2F1tgx6vvk!19sChIJ-S5vBVZnlIARzpahOyX04M8?authuser=0&hl=en&rclk=1
City Plumbing and Rooter,4.9,221,Plumber · 20038 Arminta St,+1 818-280-6080,https://www.cityplumbingandrooter.com/locations/winnetka-ca,https://www.google.com/maps/place/City+Plumbing+and+Rooter/data=!4m7!3m6!1s0x80c29bd5d9e6e41b:0x2caefe1836f192c3!8m2!3d34.2127239!4d-118.5692881!16s%2Fg%2F11fmb5m9s7!19sChIJG-Tm2dWbwoARw5LxNhj-riw?authuser=0&hl=en&rclk=1
"Best Plumbing Services, Inc.",4.9,102,Plumber · 5055 Canyon Crest Dr UNIT 204,+1 951-788-1321,http://bestplumbingservices.com/,"https://www.google.com/maps/place/Best+Plumbing+Services,+Inc./data=!4m7!3m6!1s0x80dcaf1470b8c0d5:0x1f51b852dc6fef3c!8m2!3d33.9585298!4d-117.3314501!16s%2Fg%2F11gh_kfkjl!19sChIJ1cC4cBSv3IARPO9v3FK4UR8?authuser=0&hl=en&rclk=1"
Orange Coast Plumbing,5.0,226,Plumber,+1 562-291-6395,http://orangecoastplumbing.net/,https://www.google.com/maps/place/Orange+Coast+Plumbing/data=!4m7!3m6!1s0x80dd2fe74349e3eb:0x7e81f2dd06ea3e70!8m2!3d33.800208!4d-118.156064!16s%2Fg%2F11fwbktz9v!19sChIJ6-NJQ-cv3YARcD7qBt3ygX4?authuser=0&hl=en&rclk=1
"Pro Plumbers Inc Corona, CA",4.8,111,Plumber · 1781 Capital St Suite A,+1 951-298-9356,https://www.proplumbersinc.com/service-area/corona-ca,"https://www.google.com/maps/place/Pro+Plumbers+Inc+Corona,+CA/data=!4m7!3m6!1s0x80dcc7ef7b9c7745:0x545ba29426a1a34c!8m2!3d33.8831123!4d-117.6008022!16s%2Fg%2F11r3vsg257!19sChIJRXece-_H3IARTKOhJpSiW1Q?authuser=0&hl=en&rclk=1"
Orange Coast Plumbing,5.0,292,Plumber,+1 714-598-1379,https://orangecoastplumbing.net/,https://www.google.com/maps/place/Orange+Coast+Plumbing/data=!4m7!3m6!1s0x80dcd64d63212999:0xd3a3a140c25589e0!8m2!3d33.856771!4d-117.8454922!16s%2Fg%2F11b7wc4xd1!19sChIJmSkhY03W3IAR4IlVwkCho9M?authuser=0&hl=en&rclk=1
J C Affordable plumbing,5.0,74,Plumber,+1 510-300-4046,,https://www.google.com/maps/place/J+C+Affordable+plumbing/data=!4m7!3m6!1s0x808f917664eed829:0x760875cb85128940!8m2!3d37.5905066!4d-121.5556524!16s%2Fg%2F11mtrn9qc9!19sChIJKdjuZHaRj4ARQIkShct1CHY?authuser=0&hl=en&rclk=1
Anthony's Plumbing,4.9,433,Plumber,+1 909-823-3807,http://anthonyplumber.com/,https://www.google.com/maps/place/Anthony%27s+Plumbing/data=!4m7!3m6!1s0x80c34bfeb458ed1f:0x973f335c6fb73891!8m2!3d34.039132!4d-117.395438!16s%2Fg%2F1tgp121q!19sChIJH-1YtP5Lw4ARkTi3b1wzP5c?authuser=0&hl=en&rclk=1
Virtue Plumbing Inc.,4.9,45,Plumber · 924 Bedrosian Ave,+1 559-916-8047,http://sites.google.com/view/virtueplumbing,https://www.google.com/maps/place/Virtue+Plumbing+Inc./data=!4m7!3m6!1s0x8094f1318b10b2a3:0x651b63d95d99183b!8m2!3d36.617956!4d-119.6909653!16s%2Fg%2F11n0f_mzh1!19sChIJo7IQizHxlIAROxiZXdljG2U?authuser=0&hl=en&rclk=1
Bob The Plumber Inc,4.9,271,Plumber · 13545 Kelton Ct,+1 951-743-4825,http://callbobtheplumber.com/,https://www.google.com/maps/place/Bob+The+Plumber+Inc/data=!4m7!3m6!1s0x80dca71574698e9b:0xc0bfba25e91f562b!8m2!3d33.9240711!4d-117.1695809!16s%2Fg%2F11c6zymfjw!19sChIJm45pdBWn3IARK1Yf6SW6v8A?authuser=0&hl=en&rclk=1
All Flow Plumbing,4.9,57,Plumber,+1 559-308-5777,,https://www.google.com/maps/place/All+Flow+Plumbing/data=!4m7!3m6!1s0x80953de8b7f7b84d:0x5ddba32658d29eb4!8m2!3d36.2668756!4d-118.7769775!16s%2Fg%2F11pqchc2t4!19sChIJTbj3t-g9lYARtJ7SWCaj210?authuser=0&hl=en&rclk=1
Orange Coast Plumbing,5.0,211,Plumber,+1 562-219-4667,https://orangecoastplumbing.net/,https://www.google.com/maps/place/Orange+Coast+Plumbing/data=!4m7!3m6!1s0x80dd2b678f2ea149:0x4c52b7eacd7e73b0!8m2!3d33.9331282!4d-118.0154148!16s%2Fg%2F11b7w9n4f9!19sChIJSaEuj2cr3YARsHN-zeq3Ukw?authuser=0&hl=en&rclk=1
All Star Plumbing Fresno,4.7,168,Plumber · 5639 W Barstow Ave,+1 559-445-9999,http://www.allstarplumbingfresno.com/,https://www.google.com/maps/place/All+Star+Plumbing+Fresno/data=!4m7!3m6!1s0x80946755eefaad0b:0x36f3fd29aa2c88db!8m2!3d36.8151976!4d-119.8921305!16s%2Fg%2F11b88q558b!19sChIJC6367lVnlIAR24gsqin98zY?authuser=0&hl=en&rclk=1
Art Douglas Plumbing Inc,4.7,307,Plumber · 5855 E Clinton Ave,+1 559-291-7230,http://www.artdouglasplumbing.com/,https://www.google.com/maps/place/Art+Douglas+Plumbing+Inc/data=!4m7!3m6!1s0x8094594e38bf8813:0xb9257ef324154063!8m2!3d36.7723159!4d-119.6886022!16s%2Fg%2F1tfw38jc!19sChIJE4i_OE5ZlIARY0AVJPN-Jbk?authuser=0&hl=en&rclk=1
"California Hi-Tech Plumbing, Corp",4.9,15,Plumber · 8383 Wilshire Blvd 8th floor Ste. 800,+1 310-529-2714,https://californiahitechplumbing.com/,"https://www.google.com/maps/place/California+Hi-Tech+Plumbing,+Corp/data=!4m7!3m6!1s0x80c2b9f0cc62e713:0xc57ce50cefa48187!8m2!3d34.0650997!4d-118.3733621!16s%2Fg%2F11ghqcbkh2!19sChIJE-dizPC5woARh4Gk7wzlfMU?authuser=0&hl=en&rclk=1"
Goode Plumbing,4.9,80,Plumber · 1044 San Jose Ave Ste 102,+1 559-451-1887,http://goodeplumbingca.com/,https://www.google.com/maps/place/Goode+Plumbing/data=!4m7!3m6!1s0x80945b878ada42bd:0xa36ef8679007718e!8m2!3d36.8118362!4d-119.6962587!16s%2Fg%2F11clszd8f2!19sChIJvULaiodblIARjnEHkGf4bqM?authuser=0&hl=en&rclk=1
Best Quality Plumbing Inc,4.7,101,Plumber · 15150 Roxford St #406,+1 818-282-5846,https://www.thebestqualityplumbing.com/,https://www.google.com/maps/place/Best+Quality+Plumbing+Inc/data=!4m7!3m6!1s0x80c290cf8c6994d3:0x23d59b0f086be39a!8m2!3d34.3183913!4d-118.4631744!16s%2Fg%2F11cs36gl1f!19sChIJ05RpjM-QwoARmuNrCA-b1SM?authuser=0&hl=en&rclk=1
RLC Plumbing - Residential and Commercial Plumbers - 24 hour,4.8,48,Plumber,+1 909-724-4450,https://rlc-plumbing.com/,https://www.google.com/maps/place/RLC+Plumbing+-+Residential+and+Commercial+Plumbers+-+24+hour/data=!4m7!3m6!1s0x80db44c929523cdb:0xea1b25e390c69432!8m2!3d33.8743155!4d-116.975458!16s%2Fg%2F11cknwjqb0!19sChIJ2zxSKclE24ARMpTGkOMlG-o?authuser=0&hl=en&rclk=1
Tehachapi Plumbing,4.8,42,Plumber,+1 661-822-6000,,https://www.google.com/maps/place/Tehachapi+Plumbing/data=!4m7!3m6!1s0x80c1f9372c5d67bd:0x1553758ff5807ff2!8m2!3d35.107402!4d-118.1404266!16s%2Fg%2F126496ngy!19sChIJvWddLDf5wYAR8n-A9Y91UxU?authuser=0&hl=en&rclk=1
Orange Coast Plumbing,5.0,264,Plumber,+1 714-598-0984,https://orangecoastplumbing.net/,https://www.google.com/maps/place/Orange+Coast+Plumbing/data=!4m7!3m6!1s0x80dcd86c9a237f81:0x21bf9770d58d2d95!8m2!3d33.7697714!4d-117.9936584!16s%2Fg%2F11bv2m00k_!19sChIJgX8jmmzY3IARlS2N1XCXvyE?authuser=0&hl=en&rclk=1
"Local Plumbers, Inc.",5.0,120,Plumber · 14967 Oswald St,+1 855-505-6225,https://localplumbersla.com/,"https://www.google.com/maps/place/Local+Plumbers,+Inc./data=!4m7!3m6!1s0x80c28f6e586cde9d:0xee2fd58eeaa6947!8m2!3d34.3020402!4d-118.458897!16s%2Fg%2F11sb8pcvr2!19sChIJnd5sWG6PwoARR2mq7lj94g4?authuser=0&hl=en&rclk=1"
Pacific Plumbing Team,4.9,104,Plumber · 3747 Kelton Ave Suite 6,+1 323-645-2537,https://pacificplumbingteam.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,https://www.google.com/maps/place/Pacific+Plumbing+Team/data=!4m7!3m6!1s0x80c2bb510dc98673:0xed61186790aac619!8m2!3d34.0166924!4d-118.4126293!16s%2Fg%2F11rd9rpb2p!19sChIJc4bJDVG7woARGcaqkGcYYe0?authuser=0&hl=en&rclk=1
Rooter Hero Plumbing & Air San Fernando Valley,4.9,774,Plumber · 21636 Marilla St,+1 818-322-0624,https://rooterhero.com/san-fernando-valley,https://www.google.com/maps/place/Rooter+Hero+Plumbing+%26+Air+San+Fernando+Valley/data=!4m7!3m6!1s0x80c291ae6fcc9307:0x8a7ec8e42deedb04!8m2!3d34.2472206!4d-118.6012115!16s%2Fg%2F11d_2g42df!19sChIJB5PMb66RwoARBNvuLeTIfoo?authuser=0&hl=en&rclk=1
J G Plumbing and Sewer Inc,5.0,64,Plumber · 2326 5th St,+1 909-232-7035,https://jgplumbinglaverne.com/,https://www.google.com/maps/place/J+G+Plumbing+and+Sewer+Inc/data=!4m7!3m6!1s0x80c32fbaf94ca63d:0x821cf92f4b2963e!8m2!3d34.1012199!4d-117.7653455!16s%2Fg%2F11f4qyxvqq!19sChIJPaZM-bovw4ARPpay9JLPIQg?authuser=0&hl=en&rclk=1
Plumber 2 The Rescue,4.9,350,Plumber · 3871 Huron Ave,+1 310-988-9003,http://www.plumber2rescue.com/,https://www.google.com/maps/place/Plumber+2+The+Rescue/data=!4m7!3m6!1s0x80c2ba39a8466dff:0x59e74a0cabddfca9!8m2!3d34.0129515!4d-118.4127481!16s%2Fg%2F11xx8hkl_!19sChIJ_21GqDm6woARqfzdqwxK51k?authuser=0&hl=en&rclk=1
Armstrong Plumbing Inc,4.8,"1,084",Plumber · 2551 Albatross Wy,+1 916-641-0886,https://www.armstrongplumbing.net/,https://www.google.com/maps/place/Armstrong+Plumbing+Inc/data=!4m7!3m6!1s0x809ad9edc52ffb6d:0xef85787feae79adf!8m2!3d38.6122116!4d-121.423586!16s%2Fg%2F1tctm0vn!19sChIJbfsvxe3ZmoAR35rn6n94he8?authuser=0&hl=en&rclk=1
"PR Plumbing, Heating & Air Conditioning Inc.",4.8,"1,399",Plumber ·  · 1504 N Maple Ave,+1 559-244-0440,https://www.prplumbingfresno.com/?utm_source=omg-gbp&utm_medium=webclick,"https://www.google.com/maps/place/PR+Plumbing,+Heating+%26+Air+Conditioning+Inc./data=!4m7!3m6!1s0x80945db06cd06e31:0x812f6a121ffb2bc6!8m2!3d36.7633562!4d-119.7449305!16s%2Fg%2F1tdw3qsw!19sChIJMW7QbLBdlIARxiv7HxJqL4E?authuser=0&hl=en&rclk=1"
Preferred Plumbing & Drain,4.5,171,Plumber · 3437 Myrtle Ave #440,+1 916-485-5100,https://www.emergencyplumbersca.com/,https://www.google.com/maps/place/Preferred+Plumbing+%26+Drain/data=!4m7!3m6!1s0x809ad91d9785c22b:0x734ea97503543ba5!8m2!3d38.6543851!4d-121.3848217!16s%2Fg%2F1tn4ydtg!19sChIJK8KFlx3ZmoARpTtUA3WpTnM?authuser=0&hl=en&rclk=1
Big Joe's Plumbing,4.8,54,Plumber · 2259 S Elm Ave,+1 559-264-7089,,https://www.google.com/maps/place/Big+Joe%27s+Plumbing/data=!4m7!3m6!1s0x80945e2b679e7247:0x7e57622a806895fe!8m2!3d36.7186477!4d-119.7903102!16s%2Fg%2F11c3111517!19sChIJR3KeZytelIAR_pVogCpiV34?authuser=0&hl=en&rclk=1
Rapid Rooter Drain Master & Plumbing Experts,4.7,322,Plumber · 375 W Bedford Ave STE 103,+1 559-440-9314,http://www.rapidrooterplumber.com/,https://www.google.com/maps/place/Rapid+Rooter+Drain+Master+%26+Plumbing+Experts/data=!4m7!3m6!1s0x8094681a232ef207:0x6942564195ec3cf7!8m2!3d36.8454855!4d-119.798553!16s%2Fg%2F12hs7jwtq!19sChIJB_IuIxpolIAR9zzslUFWQmk?authuser=0&hl=en&rclk=1
Rodriguez Plumbing RP,5.0,61,Plumber,+1 559-696-6422,,https://www.google.com/maps/place/Rodriguez+Plumbing+RP/data=!4m7!3m6!1s0x80945f50ae1c228d:0x2e9d478dcadd0b8!8m2!3d36.6383615!4d-119.712776!16s%2Fg%2F11spwzk_t1!19sChIJjSIcrlBflIARuNCt3HjU6QI?authuser=0&hl=en&rclk=1
"Green Valley Plumbing, Inc.",5.0,31,Plumber,+1 209-756-0716,http://greenvalleyplumbinginc.com/?utm_source=gmb&utm_medium=referral,"https://www.google.com/maps/place/Green+Valley+Plumbing,+Inc./data=!4m7!3m6!1s0x80916b63c0ce43db:0x59f4a922a4031b1c!8m2!3d37.1868726!4d-120.6503509!16s%2Fg%2F11g6qz784z!19sChIJ20POwGNrkYARHBsDpCKp9Fk?authuser=0&hl=en&rclk=1"
Fito Plumbers Inc.,4.8,91,Plumber · 2020 Hill Ave,+1 510-755-5974,https://fitoplumbers.com/,https://www.google.com/maps/place/Fito+Plumbers+Inc./data=!4m7!3m6!1s0x808f93c842a664c3:0x5dd50f833a9dff79!8m2!3d37.6815763!4d-122.0631261!16s%2Fg%2F11ggrqyhss!19sChIJw2SmQsiTj4ARef-dOoMP1V0?authuser=0&hl=en&rclk=1
A-1 Allstar Plumbing,4.7,157,Plumber · 224 E 4th St,+1 559-206-6172,https://www.a-1allstarplumbing.com/,https://www.google.com/maps/place/A-1+Allstar+Plumbing/data=!4m7!3m6!1s0x8094c381cd55474b:0xdce7e484aa9d2744!8m2!3d36.3242088!4d-119.6424378!16s%2Fg%2F1tj2j45d!19sChIJS0dVzYHDlIARRCedqoTk59w?authuser=0&hl=en&rclk=1
Beach Plumbing,4.9,297,Plumber ·  · 10532 Walker St # A,+1 714-439-9556,https://www.beachplumbingservices.com/,https://www.google.com/maps/place/Beach+Plumbing/data=!4m7!3m6!1s0x80dd2febe0405c33:0x1492e29b83f99573!8m2!3d33.809564!4d-118.0365412!16s%2Fg%2F11r80w__l9!19sChIJM1xA4Osv3YARc5X5g5vikhQ?authuser=0&hl=en&rclk=1
L.A to O.C Plumbing Pro,5.0,33,Plumber,+1 323-239-8505,http://latoocplumbingpro.com/,https://www.google.com/maps/place/L.A+to+O.C+Plumbing+Pro/data=!4m7!3m6!1s0xac9d1fe3286a592f:0x9d6aa38d276bb6f3!8m2!3d33.835649!4d-118.0405814!16s%2Fg%2F11lcl8b4b9!19sChIJL1lqKOMfnawR87ZrJ42jap0?authuser=0&hl=en&rclk=1
Professional Plumbing Services Inc.,5.0,42,Plumber · 1409 Foothill Blvd Unit 202,+1 818-790-7270,http://professionalplumbingservices.com/,https://www.google.com/maps/place/Professional+Plumbing+Services+Inc./data=!4m7!3m6!1s0x80c2c1ad6914c625:0x9768aa6ea4c4897f!8m2!3d34.208631!4d-118.208608!16s%2Fg%2F11flv7rshx!19sChIJJcYUaa3BwoARf4nEpG6qaJc?authuser=0&hl=en&rclk=1
Personal Plumbing Heating & Cooling,4.9,"1,066",Plumber · 110 Copperwood Way # O,+1 760-334-9155,https://personalplumbingsandiego.com/,https://www.google.com/maps/place/Personal+Plumbing+Heating+%26+Cooling/data=!4m7!3m6!1s0x80dc71d6d217db03:0xcdcb4274ef8ffa03!8m2!3d33.2166265!4d-117.3412534!16s%2Fg%2F11g4cj14rg!19sChIJA9sX0tZx3IARA_qP73RCy80?authuser=0&hl=en&rclk=1
Plumbing Solutions,4.9,140,Plumber · 2787 Broadmoor Ave,+1 925-250-4102,https://plumbingsolved.com/?utm_source=google&utm_medium=gmb&utm_campaign=Concord,https://www.google.com/maps/place/Plumbing+Solutions/data=!4m7!3m6!1s0x808566e3d98fdd3d:0x73904af8f9fb7008!8m2!3d37.9877354!4d-122.0419581!16s%2Fg%2F12htc74dh!19sChIJPd2P2eNmhYARCHD7-fhKkHM?authuser=0&hl=en&rclk=1
SoCal Plumbing & Rooter Inc.,5.0,53,Plumber · 420 W Lambert Rd suite f,+1 714-482-3982,https://scalplumbing.com/brea/,https://www.google.com/maps/place/SoCal+Plumbing+%26+Rooter+Inc./data=!4m7!3m6!1s0x80dcd514d339dc79:0x142068fb23d3554!8m2!3d33.92379!4d-117.901418!16s%2Fg%2F11fzs3jsq2!19sChIJedw50xTV3IARVDU9so8GQgE?authuser=0&hl=en&rclk=1
Cali Plumbing & Rooter,5.0,49,Plumber · 8353 Costello Ave,+1 818-724-2728,https://caliplumbing.biz/,https://www.google.com/maps/place/Cali+Plumbing+%26+Rooter/data=!4m7!3m6!1s0x468304fd8df6fde1:0xe5133a46ec04037!8m2!3d34.2231225!4d-118.4386521!16s%2Fg%2F11rwm6mxzq!19sChIJ4f32jf0Eg0YRN0DAbqQzUQ4?authuser=0&hl=en&rclk=1
Racer Robs Plumbing,4.8,16,Plumber,+1 760-269-5682,http://www.racerrobsplumbing.com/,https://www.google.com/maps/place/Racer+Robs+Plumbing/data=!4m7!3m6!1s0x80c22d06a1c2fd8d:0x4eb99881f2f28725!8m2!3d34.279638!4d-117.16279!16s%2Fg%2F1tfmj1zb!19sChIJjf3CoQYtwoARJYfy8oGYuU4?authuser=0&hl=en&rclk=1
J Hart Plumbing,4.9,96,Plumber · 18887 Plum Industrial Ct,+1 209-533-1978,http://www.jhartplumbing.com/,https://www.google.com/maps/place/J+Hart+Plumbing/data=!4m7!3m6!1s0x8090c56ecfd5c9a9:0xaa57b344b7401a2!8m2!3d37.9633664!4d-120.3206218!16s%2Fg%2F1tgfqc52!19sChIJqcnVz27FkIARogF0SzR7pQo?authuser=0&hl=en&rclk=1
